-3.311187982559204	-0.5296115875244141	-0.31933480501174927	9.611599922180176	-2.2038497924804688	3.3333237171173096	-0.2552725672721863	-1.3418797254562378	-1.1049257516860962	-3.8790078163146973
-3.259251117706299	-1.5586267709732056	0.5180717706680298	4.151858329772949	-1.695928692817688	9.267264366149902	-1.260076642036438	-0.9262068867683411	-1.3606011867523193	-3.8766634464263916
-3.605010986328125	-2.634791851043701	-0.24945800006389618	1.3029744625091553	-2.011448860168457	14.492436408996582	-1.4718552827835083	0.027097143232822418	-2.376145839691162	-3.473994493484497
-3.740565538406372	-2.426295042037964	-1.5827172994613647	-2.5061733722686768	-2.355351448059082	16.274198532104492	-0.6544674038887024	0.5093522071838379	-1.316678524017334	-2.201521396636963
-3.3801441192626953	-2.5419504642486572	-2.8246371746063232	-4.790970802307129	-2.6108293533325195	18.37685775756836	-0.44919246435165405	0.5959112644195557	-0.1874975860118866	-2.187800168991089
-3.4588820934295654	-2.676826000213623	-2.849174737930298	-6.1344194412231445	-2.583423376083374	19.38051986694336	-0.3888334631919861	0.7885949015617371	0.17912501096725464	-2.2569549083709717
-3.480830669403076	-2.693408727645874	-3.121262788772583	-7.5285773277282715	-2.660682201385498	19.716402053833008	-0.321941077709198	1.1443061828613281	0.9434728026390076	-1.9977715015411377
-3.736776113510132	-2.547313928604126	-3.4666731357574463	-7.694045543670654	-2.44854998588562	20.32509422302246	-0.30113929510116577	1.1895081996917725	0.8111392259597778	-2.131540536880493
-3.6613664627075195	-2.500839948654175	-3.3894736766815186	-8.557207107543945	-2.838611125946045	20.646921157836914	-0.4380759596824646	1.33955717086792	1.4109455347061157	-2.012159585952759
-3.554548501968384	-2.550053834915161	-3.822197675704956	-8.481847763061523	-2.7763819694519043	20.86322021484375	-0.43210476636886597	1.2033777236938477	1.4805485010147095	-1.93031907081604
-3.8685085773468018	-2.278480052947998	-3.6837544441223145	-9.056486129760742	-2.9504075050354004	21.102306365966797	-0.3474978804588318	1.1362154483795166	1.8194979429244995	-1.8732001781463623
-3.918414354324341	-2.7549474239349365	-4.272830486297607	-9.071998596191406	-2.7503817081451416	21.51348876953125	0.05256231129169464	1.300179362297058	1.9192242622375488	-2.017194986343384
-3.9203598499298096	-2.4882383346557617	-3.34529185295105	-9.300203323364258	-2.5805530548095703	21.63425636291504	-0.576213538646698	1.1044602394104004	1.6434857845306396	-2.1716740131378174
-3.972053289413452	-2.9203262329101562	-3.806039571762085	-9.23449420928955	-2.55269455909729	21.571043014526367	-0.05350176990032196	1.334109902381897	1.7810791730880737	-2.147444486618042
-4.060340881347656	-2.529078483581543	-3.923213243484497	-9.429730415344238	-2.532165050506592	22.397579193115234	-0.5734722018241882	1.2510206699371338	1.603367567062378	-2.2043070793151855
-4.126378059387207	-2.9174835681915283	-4.121804237365723	-9.773240089416504	-2.482093572616577	21.704378128051758	0.10361941158771515	1.5933351516723633	2.036532402038574	-2.017190933227539
-4.357654571533203	-2.7968478202819824	-3.9463417530059814	-9.888418197631836	-2.4842209815979004	22.781898498535156	-0.025429412722587585	0.908454418182373	2.123668670654297	-2.3154656887054443
-4.0806474685668945	-2.9852404594421387	-4.306978225708008	-10.287444114685059	-2.7552995681762695	21.994718551635742	0.3936997056007385	1.7257065773010254	2.3239753246307373	-2.022819757461548
-4.48197078704834	-2.8993723392486572	-3.7885923385620117	-10.175440788269043	-2.3937249183654785	23.01031494140625	0.1120954304933548	1.044647455215454	2.1060290336608887	-2.5343434810638428
-4.105904579162598	-2.7936859130859375	-4.2967329025268555	-10.629030227661133	-2.6942243576049805	22.356914520263672	-0.07018010318279266	1.6363087892532349	2.3886451721191406	-1.792447805404663
-4.445415496826172	-2.938429832458496	-3.4236862659454346	-10.23243522644043	-2.6933255195617676	22.945470809936523	0.022394493222236633	0.8973166942596436	2.222261667251587	-2.354510545730591
-4.210468292236328	-2.9709668159484863	-4.227624893188477	-10.851411819458008	-2.543215274810791	22.56243324279785	-0.026085302233695984	1.8327878713607788	2.2889068126678467	-1.8546979427337646
-4.393292427062988	-2.930510997772217	-3.5586888790130615	-10.75621509552002	-2.5005264282226562	22.885334014892578	0.13530953228473663	1.157982587814331	2.2295339107513428	-2.269284963607788
-4.047299385070801	-3.2251288890838623	-4.194538116455078	-10.57758903503418	-2.5231802463531494	22.773794174194336	-0.2802206873893738	1.7512043714523315	2.280236005783081	-1.9576265811920166
-4.293402671813965	-2.778160572052002	-3.5495901107788086	-10.77924919128418	-2.4638772010803223	22.82539176940918	0.10639865696430206	1.136619210243225	2.127485990524292	-2.3319759368896484
